A!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!REFDES!FUNC_PRIM_FILE!COMP_PARENT_PPT!COMP_PARENT_PPT_PART!COMP_PARENT_PART_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!FUNC_GROUP!FUNC_ROOM!FUNC_CDS_FSP_UID!FUNC_NO_SWAP_PIN!FUNC_HARD_LOCATION!FUNC_NO_SWAP_GATE_EXT!FUNC_CDS_FSP_MAPPED_CELL!FUNC_CDS_FSP_FPGA_SYMBOL!FUNC_CDS_FSP_TERM_TYPE!FUNC_CDS_FSP_TERM_NAME!FUNC_ROOM!FUNC_GROUP!FUNC_CDS_FSP_TERM_INDEX!FUNC_CDS_FSP_INSTANCE_ID!FUNC_NO_SWAP_GATE!FUNC_NO_XNET_CONNECTION!FUNC_CDS_FSP_IS_FPGA!
J!F:/ST-LINK-V2/Hardware/allegro/st-link-v2_pro.brd!Sun Nov 26 21:39:39 2023!-3937.00!-3937.00!3937.00!3937.00!0.01!mils!ST-LINK-V2_PRO!60.433071 mil!2!UP TO DATE!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins1060@private.\tr_npn_ss8050_25v_1.5a_sot-23.normal\(chips)!TR_NPN_SS8050_25V_1.5A_SOT-23_SOT23-3P95_240X110L53X44N_SS8050!Q1!.\chipsView.dat!!!!!!F42!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins97770@private.\res_36k_5%_0402.normal\(chips)!RES_36K_5%_0402_RESC100X50X40L25N_36K,5%!R17!.\chipsView.dat!!!!!!F24!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins97923@private.\res_1.5k_5%_0402.normal\(chips)!RES_1.5K_5%_0402_RESC100X50X40L25N_1.5K,5%!R18!.\chipsView.dat!!!!!!F23!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins63038@private.\screw_hole_m1.2.normal\(chips)!SCREW_HOLE_M1.2_MTGP240H140_SCREW_HOLE_M1.2!SH1!.\chipsView.dat!!!!!!F8!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins63568@private.\screw_hole_m1.2.normal\(chips)!SCREW_HOLE_M1.2_MTGP240H140_SCREW_HOLE_M1.2!SH2!.\chipsView.dat!!!!!!F7!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins63686@private.\screw_hole_m1.2.normal\(chips)!SCREW_HOLE_M1.2_MTGP240H140_SCREW_HOLE_M1.2!SH3!.\chipsView.dat!!!!!!F6!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins63804@private.\screw_hole_m1.2.normal\(chips)!SCREW_HOLE_M1.2_MTGP240H140_SCREW_HOLE_M1.2!SH4!.\chipsView.dat!!!!!!F5!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins3263@private.\diode_1n4007ws_50v_1a_sod-323.normal\(chips)!DIODE_1N4007WS_50V_1A_SOD-323_SOD265X130X110L32X32N_1N4007WS!D1!.\chipsView.dat!!!!!!F62!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins3289@private.\diode_1n4007ws_50v_1a_sod-323.normal\(chips)!DIODE_1N4007WS_50V_1A_SOD-323_SOD265X130X110L32X32N_1N4007WS!D2!.\chipsView.dat!!!!!!F61!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins62735@private.\tvs_s_smf5.0a_5v_sod-123fl.normal\(chips)!TVS_S_SMF5.0A_5V_SOD-123FL_SODFL370X180X135L60_50X100N_SMF5.0A!D3!.\chipsView.dat!!!!!!F60!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins62751@private.\esd_b_klxes15aaa1_5v_0402.normal\(chips)!ESD_B_KLXES15AAA1_5V_0402_DIONDFN2_100X50X40L32X37N_KLXES15AAA1!D4!.\chipsView.dat!!!!!!F59!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins62767@private.\esd_b_klxes15aaa1_5v_0402.normal\(chips)!ESD_B_KLXES15AAA1_5V_0402_DIONDFN2_100X50X40L32X37N_KLXES15AAA1!D5!.\chipsView.dat!!!!!!F58!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins18492@private.\led_red_0603.normal\(chips)!LED_RED_0603_LEDC160X80X70L30N_RED_LED!D6!.\chipsView.dat!!!!!!F57!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins18517@private.\led_green_0603.normal\(chips)!LED_GREEN_0603_LEDC160X80X70L30N_GREEN_LED!D7!.\chipsView.dat!!!!!!F56!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins8522@private.\cap_20pf_50v_np0_0402.normal\(chips)!CAP_20PF_50V_NP0_0402_CAPC100X50X55L25N_20PF,50V!C1!.\chipsView.dat!!!!!!F78!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins9156@private.\cap_20pf_50v_np0_0402.normal\(chips)!CAP_20PF_50V_NP0_0402_CAPC100X50X55L25N_20PF,50V!C10!.\chipsView.dat!!!!!!F77!!!!!!!!!!!!!!!!!!
S!@\st-link-v2_pro\.\st-link\(sch_1):ins16087@private.\cap_20pf_50v_np0_0402.normal\(chips)!CAP_20PF_50V_NP0_0402_CAPC100X50X55L25N_20PF,50V!C16!.\chipsView.dat!!!!!!F76!!!!!!!!!!!!!!!!!!
