A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!F:/ST-LINK-V2/Hardware/allegro/st-link-v2_pro.brd!Sun Nov 26 21:39:39 2023!-3937.00!-3937.00!3937.00!3937.00!0.01!mils!ST-LINK-V2_PRO!60.433071 mil!2!UP TO DATE!
S!3V3_ST!C14!1!@\st-link-v2_pro\.\st-link\(sch_1):ins7327@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F70!!!!!!!!!!
S!GND!C14!2!@\st-link-v2_pro\.\st-link\(sch_1):ins7327@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F70!!!!!!!!!!
S!3V3_ST!C15!1!@\st-link-v2_pro\.\st-link\(sch_1):ins7353@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F69!!!!!!!!!!
S!GND!C15!2!@\st-link-v2_pro\.\st-link\(sch_1):ins7353@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F69!!!!!!!!!!
S!STM_RST!C8!1!@\st-link-v2_pro\.\st-link\(sch_1):ins10130@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F68!!!!!!!!!!
S!GND!C8!2!@\st-link-v2_pro\.\st-link\(sch_1):ins10130@private.\cap_100nf_25v_x5r_0402.normal\(chips)!CAP_100NF_25V_X5R_0402_CAPC100X50X55L25N_100NF,25V!!!F68!!!!!!!!!!
S!N02559!C2!1!@\st-link-v2_pro\.\st-link\(sch_1):ins2399@private.\cap_10uf_25v_x5r_0805.normal\(chips)!CAP_10UF_25V_X5R_0805_CAPC200X125X145L45N_10UF,25V!!!F67!!!!!!!!!!
S!GND!C2!2!@\st-link-v2_pro\.\st-link\(sch_1):ins2399@private.\cap_10uf_25v_x5r_0805.normal\(chips)!CAP_10UF_25V_X5R_0805_CAPC200X125X145L45N_10UF,25V!!!F67!!!!!!!!!!
S!3V3_ST!C4!1!@\st-link-v2_pro\.\st-link\(sch_1):ins2527@private.\cap_10uf_25v_x5r_0805.normal\(chips)!CAP_10UF_25V_X5R_0805_CAPC200X125X145L45N_10UF,25V!!!F66!!!!!!!!!!
S!GND!C4!2!@\st-link-v2_pro\.\st-link\(sch_1):ins2527@private.\cap_10uf_25v_x5r_0805.normal\(chips)!CAP_10UF_25V_X5R_0805_CAPC200X125X145L45N_10UF,25V!!!F66!!!!!!!!!!
S!N02559!C3!1!@\st-link-v2_pro\.\st-link\(sch_1):ins2374@private.\cap_1uf_25v_x7r_0603.normal\(chips)!CAP_1UF_25V_X7R_0603_CAPC160X80X90L30N_1UF,25V!!!F65!!!!!!!!!!
S!GND!C3!2!@\st-link-v2_pro\.\st-link\(sch_1):ins2374@private.\cap_1uf_25v_x7r_0603.normal\(chips)!CAP_1UF_25V_X7R_0603_CAPC160X80X90L30N_1UF,25V!!!F65!!!!!!!!!!
S!3V3_ST!C5!1!@\st-link-v2_pro\.\st-link\(sch_1):ins2543@private.\cap_1uf_25v_x7r_0603.normal\(chips)!CAP_1UF_25V_X7R_0603_CAPC160X80X90L30N_1UF,25V!!!F64!!!!!!!!!!
S!GND!C5!2!@\st-link-v2_pro\.\st-link\(sch_1):ins2543@private.\cap_1uf_25v_x7r_0603.normal\(chips)!CAP_1UF_25V_X7R_0603_CAPC160X80X90L30N_1UF,25V!!!F64!!!!!!!!!!
S!N02991!C7!1!@\st-link-v2_pro\.\st-link\(sch_1):ins2975@private.\cap_1nf_50v_x7r_0402.normal\(chips)!CAP_1NF_50V_X7R_0402_CAPC100X50X55L25N_1NF,50V!!!F63!!!!!!!!!!
S!GND!C7!2!@\st-link-v2_pro\.\st-link\(sch_1):ins2975@private.\cap_1nf_50v_x7r_0402.normal\(chips)!CAP_1NF_50V_X7R_0402_CAPC100X50X55L25N_1NF,50V!!!F63!!!!!!!!!!
S!PWR_EXT!R15!1!@\st-link-v2_pro\.\st-link\(sch_1):ins97114@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F40!!!!!!!!!!
S!GND!R15!2!@\st-link-v2_pro\.\st-link\(sch_1):ins97114@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F40!!!!!!!!!!
S!3V3_ST!R1!1!@\st-link-v2_pro\.\st-link\(sch_1):ins48409@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F41!!!!!!!!!!
S!AIN_1!R1!2!@\st-link-v2_pro\.\st-link\(sch_1):ins48409@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F41!!!!!!!!!!
S!AIN_1!R5!1!@\st-link-v2_pro\.\st-link\(sch_1):ins48616@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F39!!!!!!!!!!
S!GND!R5!2!@\st-link-v2_pro\.\st-link\(sch_1):ins48616@private.\res_4.7k_5%_0402.normal\(chips)!RES_4.7K_5%_0402_RESC100X50X40L25N_4.7K,5%!!!F39!!!!!!!!!!
S!E5V!R11!1!@\st-link-v2_pro\.\st-link\(sch_1):ins16792@private.\res_2.7k_5%_0402.normal\(chips)!RES_2.7K_5%_0402_RESC100X50X40L25N_2.7K,5%!!!F31!!!!!!!!!!
S!PWR_EXT!R11!2!@\st-link-v2_pro\.\st-link\(sch_1):ins16792@private.\res_2.7k_5%_0402.normal\(chips)!RES_2.7K_5%_0402_RESC100X50X40L25N_2.7K,5%!!!F31!!!!!!!!!!
S!U5V!R12!1!@\st-link-v2_pro\.\st-link\(sch_1):ins1481@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F30!!!!!!!!!!
S!N01643!R12!2!@\st-link-v2_pro\.\st-link\(sch_1):ins1481@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F30!!!!!!!!!!
S!GND!R19!1!@\st-link-v2_pro\.\st-link\(sch_1):ins17272@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F29!!!!!!!!!!
S!OSC32_IN!R19!2!@\st-link-v2_pro\.\st-link\(sch_1):ins17272@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F29!!!!!!!!!!
S!GND!R20!1!@\st-link-v2_pro\.\st-link\(sch_1):ins9874@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F28!!!!!!!!!!
S!N09890!R20!2!@\st-link-v2_pro\.\st-link\(sch_1):ins9874@private.\res_10k_5%_0402.normal\(chips)!RES_10K_5%_0402_RESC100X50X40L25N_10K,5%!!!F28!!!!!!!!!!
S!3V3_ST!R10!1!@\st-link-v2_pro\.\st-link\(sch_1):ins97139@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F38!!!!!!!!!!
S!PB10!R10!2!@\st-link-v2_pro\.\st-link\(sch_1):ins97139@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F38!!!!!!!!!!
S!USB_N!R13!1!@\st-link-v2_pro\.\st-link\(sch_1):ins1281@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F37!!!!!!!!!!
S!ST_USB_N!R13!2!@\st-link-v2_pro\.\st-link\(sch_1):ins1281@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F37!!!!!!!!!!
S!USB_P!R16!1!@\st-link-v2_pro\.\st-link\(sch_1):ins1103@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F36!!!!!!!!!!
S!ST_USB_P!R16!2!@\st-link-v2_pro\.\st-link\(sch_1):ins1103@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F36!!!!!!!!!!
S!N15750!R22!1!@\st-link-v2_pro\.\st-link\(sch_1):ins51552@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F35!!!!!!!!!!
S!MCO!R22!2!@\st-link-v2_pro\.\st-link\(sch_1):ins51552@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F35!!!!!!!!!!
S!N44516!R29!1!@\st-link-v2_pro\.\st-link\(sch_1):ins50032@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F34!!!!!!!!!!
S!STM_JTCK!R29!2!@\st-link-v2_pro\.\st-link\(sch_1):ins50032@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F34!!!!!!!!!!
S!N44493!R33!1!@\st-link-v2_pro\.\st-link\(sch_1):ins50487@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F33!!!!!!!!!!
S!STM_JTMS!R33!2!@\st-link-v2_pro\.\st-link\(sch_1):ins50487@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F33!!!!!!!!!!
S!STM_RST!R6!1!@\st-link-v2_pro\.\st-link\(sch_1):ins48140@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F32!!!!!!!!!!
S!GND!R6!2!@\st-link-v2_pro\.\st-link\(sch_1):ins48140@private.\res_0r_5%_0402.normal\(chips)!RES_0R_5%_0402_RESC100X50X40L25N_0R,5%!!!F32!!!!!!!!!!
S!N01643!R14!1!@\st-link-v2_pro\.\st-link\(sch_1):ins1456@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F27!!!!!!!!!!
S!USB_RENUMN!R14!2!@\st-link-v2_pro\.\st-link\(sch_1):ins1456@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F27!!!!!!!!!!
S!PA8!R21!1!@\st-link-v2_pro\.\st-link\(sch_1):ins15698@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F26!!!!!!!!!!
S!N15750!R21!2!@\st-link-v2_pro\.\st-link\(sch_1):ins15698@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F26!!!!!!!!!!
S!T_SWDIO_IN!R23!1!@\st-link-v2_pro\.\st-link\(sch_1):ins15556@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F25!!!!!!!!!!
S!T_JTMS!R23!2!@\st-link-v2_pro\.\st-link\(sch_1):ins15556@private.\res_100r_5%_0402.normal\(chips)!RES_100R_5%_0402_RESC100X50X40L25N_100R,5%!!!F25!!!!!!!!!!
S!3V3_ST!R2!1!@\st-link-v2_pro\.\st-link\(sch_1):ins10104@private.\res_100k_5%_0402.normal\(chips)!RES_100K_5%_0402_RESC100X50X40L25N_100K,5%!!!F22!!!!!!!!!!
S!STM_RST!R2!2!@\st-link-v2_pro\.\st-link\(sch_1):ins10104@private.\res_100k_5%_0402.normal\(chips)!RES_100K_5%_0402_RESC100X50X40L25N_100K,5%!!!F22!!!!!!!!!!
S!ST_BOOT0!R4!1!@\st-link-v2_pro\.\st-link\(sch_1):ins10583@private.\res_100k_5%_0402.normal\(chips)!RES_100K_5%_0402_RESC100X50X40L25N_100K,5%!!!F21!!!!!!!!!!
S!GND!R4!2!@\st-link-v2_pro\.\st-link\(sch_1):ins10583@private.\res_100k_5%_0402.normal\(chips)!RES_100K_5%_0402_RESC100X50X40L25N_100K,5%!!!F21!!!!!!!!!!
S!T_SWO!R24!1!@\st-link-v2_pro\.\st-link\(sch_1):ins43374@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F20!!!!!!!!!!
S!N43468!R24!2!@\st-link-v2_pro\.\st-link\(sch_1):ins43374@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F20!!!!!!!!!!
S!N60172!R25!1!@\st-link-v2_pro\.\st-link\(sch_1):ins60178@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F19!!!!!!!!!!
S!T_JTMS!R25!2!@\st-link-v2_pro\.\st-link\(sch_1):ins60178@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F19!!!!!!!!!!
S!T_JRST!R26!1!@\st-link-v2_pro\.\st-link\(sch_1):ins43400@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F18!!!!!!!!!!
S!N43472!R26!2!@\st-link-v2_pro\.\st-link\(sch_1):ins43400@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F18!!!!!!!!!!
S!N60144!R27!1!@\st-link-v2_pro\.\st-link\(sch_1):ins60122@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F17!!!!!!!!!!
S!T_JTCK!R27!2!@\st-link-v2_pro\.\st-link\(sch_1):ins60122@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F17!!!!!!!!!!
S!T_JTDO!R28!1!@\st-link-v2_pro\.\st-link\(sch_1):ins44617@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F16!!!!!!!!!!
S!N44659!R28!2!@\st-link-v2_pro\.\st-link\(sch_1):ins44617@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F16!!!!!!!!!!
S!STLINK_RX!R30!1!@\st-link-v2_pro\.\st-link\(sch_1):ins43426@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F15!!!!!!!!!!
S!N43828!R30!2!@\st-link-v2_pro\.\st-link\(sch_1):ins43426@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F15!!!!!!!!!!
S!T_JTDI!R31!1!@\st-link-v2_pro\.\st-link\(sch_1):ins44643@private.\res_22r_5%_0402.normal\(chips)!RES_22R_5%_0402_RESC100X50X40L25N_22R,5%!!!F14!!!!!!!!!!
